slice,ticker,date,time,expiry,tenor_years,forward_raw,forward_dea,forward_shift_bp,implied_carry,corrected_quotes,median_eep_call_bp,median_eep_put_bp,max_eep_bp,rounds,skipped_floor,max_forward_shift_bp
daily,SPY,2026-08-18,1530,2026-08-20,0.0054794521,767.8053742834,767.8209311755,0.2026150460,-0.0123030642,74,0.0124259927,2.2146663019,2.6054897669,2,0,55.5009185227
daily,SPY,2026-08-18,1530,2026-08-21,0.0082191781,768.0050015553,768.0330758834,0.3655487675,-0.0292001876,135,0.0128145842,3.6810503528,5.0807050455,2,0,55.5009185227
daily,SPY,2026-08-18,1530,2026-08-24,0.0164383562,768.0800497765,768.1185689226,0.5014991093,-0.0024517687,115,0.0238309915,3.9053089447,5.9274892198,2,0,55.5009185227
daily,SPY,2026-08-18,1530,2026-08-25,0.0191780822,768.1558384669,768.1916133311,0.4657240417,-0.0016542267,125,0.0182885999,4.2503830822,8.8035226349,2,0,55.5009185227
daily,SPY,2026-08-18,1530,2026-08-26,0.0219178082,768.2268460710,768.2777554294,0.6626865307,-0.0018334847,134,0.0215547564,4.7881360441,9.9025652290,2,0,55.5009185227
daily,SPY,2026-08-18,1530,2026-08-27,0.0246575342,768.2843325796,768.3370298254,0.6859081142,-0.0005542498,142,0.0295481301,4.5160087625,11.0715232602,2,0,55.5009185227
daily,SPY,2026-08-18,1530,2026-08-28,0.0273972603,768.4654823101,768.5352192265,0.9074827429,-0.0061287236,142,0.0279204034,2.2535784721,11.4173975846,2,0,55.5009185227
daily,SPY,2026-08-18,1530,2026-08-31,0.0356164384,768.5507417320,768.6319432429,1.0565536721,0.0004843053,160,0.0302359846,3.2802887737,12.6185475911,2,0,55.5009185227
daily,SPY,2026-08-18,1530,2026-09-01,0.0383561644,768.6480392361,768.7507926911,1.3368076126,-0.0008784668,35,0.0139290701,7.4345518070,12.0671036973,2,0,55.5009185227
daily,SPY,2026-08-18,1530,2026-09-04,0.0465753425,769.1169667757,769.2418454781,1.6236633399,-0.0077562783,247,0.0339886971,11.5651673553,18.0826462106,2,0,55.5009185227
daily,SPY,2026-08-18,1530,2026-09-11,0.0657534247,769.6641353095,769.8485247711,2.3957133140,-0.0064472720,216,0.0524910546,2.7071057892,21.4377231244,2,0,55.5009185227
daily,SPY,2026-08-18,1530,2026-09-18,0.0849315068,769.2841201973,769.4165064243,1.7209015962,0.0101621001,269,0.0633283487,1.8922787669,21.8388439455,2,0,55.5009185227
daily,SPY,2026-08-18,1530,2026-09-25,0.1041095890,769.1394847586,769.2591607934,1.5559731000,0.0172646147,204,0.1017831541,2.7001062788,19.7309875576,2,0,55.5009185227
daily,SPY,2026-08-18,1530,2026-09-30,0.1178082192,769.2656382697,769.3970020576,1.7076518358,0.0181611507,341,0.0718225409,1.5315702526,19.8871141890,2,0,55.5009185227
daily,SPY,2026-08-18,1530,2026-10-02,0.1232876712,769.5472138049,769.7017191673,2.0077437698,0.0158335485,210,0.1018243368,3.3971974068,23.4085218960,2,0,55.5009185227
daily,SPY,2026-08-18,1530,2026-10-16,0.1616438356,770.6814464814,770.9434075484,3.3990836059,0.0112540347,236,0.1396953342,2.8867562556,37.1717039066,2,0,55.5009185227
daily,SPY,2026-08-18,1530,2026-10-30,0.2000000000,771.8644813638,772.2416484083,4.8864412544,0.0082116244,329,0.1076066779,2.1521931106,38.3144572766,2,0,55.5009185227
daily,SPY,2026-08-18,1530,2026-11-20,0.2575342466,773.5651965981,774.1569953125,7.6502758529,0.0055465650,119,0.1246305052,10.5232930513,63.3916882679,2,0,55.5009185227
daily,SPY,2026-08-18,1530,2026-11-30,0.2849315068,774.2533587089,774.8867932105,8.1812302724,0.0054629032,258,0.2172035614,2.7953230886,57.8856534948,2,0,55.5009185227
daily,SPY,2026-08-18,1530,2026-12-18,0.3342465753,775.4043666931,776.1991751275,10.2502444985,0.0053583925,134,0.1426666961,8.0054467043,79.3153848765,2,0,55.5009185227
daily,SPY,2026-08-18,1530,2026-12-31,0.3698630137,775.5693188080,776.3903952335,10.5867574384,0.0080321784,256,0.1665796522,1.5838867390,72.5470311137,2,0,55.5009185227
daily,SPY,2026-08-18,1530,2027-01-15,0.4109589041,777.0925073030,778.0568441587,12.4095502991,0.0060157020,198,0.1294754147,69.2060079713,164.0736431526,2,0,55.5009185227
daily,SPY,2026-08-18,1530,2027-01-29,0.4493150685,778.3192780852,779.4053491568,13.9540559030,0.0050662491,279,0.3037738290,5.0134792354,90.0815589607,2,0,55.5009185227
daily,SPY,2026-08-18,1530,2027-03-19,0.5835616438,782.3343204438,783.9255896560,20.3400153949,0.0032110268,216,0.1952466242,56.5812343579,233.6995575818,2,0,55.5009185227
daily,SPY,2026-08-18,1530,2027-03-31,0.6164383562,782.4940266026,784.1243924306,20.8355050976,0.0047673002,287,0.2367326283,2.5818973001,130.0862630276,2,0,55.5009185227
daily,SPY,2026-08-18,1530,2027-06-17,0.8301369863,789.1219276735,791.6376012237,31.8794024348,0.0023765177,234,0.2154225975,55.6858196958,322.6529423902,2,0,55.5009185227
daily,SPY,2026-08-18,1530,2027-06-30,0.8657534247,789.2744027790,791.7270068519,31.0741620948,0.0037981473,293,0.4359869175,16.2008625991,182.8925695659,2,0,55.5009185227
daily,SPY,2026-08-18,1530,2027-09-17,1.0821917808,795.7425292835,799.1747040736,43.1317249457,0.0026492133,253,0.3185765221,69.5312643231,410.9838891856,2,0,55.5009185227
daily,SPY,2026-08-18,1530,2027-12-17,1.3315068493,802.5655712949,806.7825923507,52.5442556556,0.0031425939,267,0.3372855834,89.0910276052,501.3116955308,2,0,55.5009185227
daily,SPY,2026-08-18,1530,2028-01-21,1.4273972603,804.7989740715,809.2656823002,55.5009185227,0.0036865313,274,0.3030208806,93.7110385459,532.4490525041,2,0,55.5009185227
daily,SPY,2026-08-19,1530,2026-08-20,0.0027397260,769.8449839728,769.8520792309,0.0921647632,0.0035638603,115,0.0149583505,0.7069836271,0.9122615051,2,0,59.9963173661
daily,SPY,2026-08-19,1530,2026-08-21,0.0054794521,770.0450093066,770.0702610794,0.3279259337,-0.0310628833,139,0.0165711737,2.4374968842,2.9586248453,2,0,59.9963173661
daily,SPY,2026-08-19,1530,2026-08-24,0.0136986301,770.1200620535,770.1460727538,0.3377486395,0.0030321873,106,0.0168592538,2.8255698300,3.9283924129,2,0,59.9963173661
daily,SPY,2026-08-19,1530,2026-08-25,0.0164383562,770.1945004435,770.2327310645,0.4963761873,0.0019720335,113,0.0173229372,3.3962669512,4.7094727931,2,0,59.9963173661
daily,SPY,2026-08-19,1530,2026-08-26,0.0191780822,770.2837582846,770.3239726635,0.5220722692,0.0009051993,117,0.0128456430,3.6727857631,5.6208467069,2,0,59.9963173661
daily,SPY,2026-08-19,1530,2026-08-27,0.0219178082,770.3586428864,770.3999229193,0.5358547387,0.0010112962,125,0.0274363245,4.1671282253,6.3505749680,2,0,59.9963173661
daily,SPY,2026-08-19,1530,2026-08-28,0.0246575342,770.5505120472,770.6128356060,0.8088186014,-0.0061144437,126,0.0271311494,3.2435560013,7.4570608273,2,0,59.9963173661
daily,SPY,2026-08-19,1530,2026-08-31,0.0328767123,770.6407945723,770.7075042331,0.8656388458,0.0011126182,148,0.0376591217,4.0916319407,9.1690894045,2,0,59.9963173661
daily,SPY,2026-08-19,1530,2026-09-01,0.0356164384,770.7510087865,770.8272007823,0.9885422776,-0.0004301472,146,0.0299934622,3.8854309436,10.2014014671,2,0,59.9963173661
daily,SPY,2026-08-19,1530,2026-09-02,0.0383561644,770.8362095717,770.9065411733,0.9124065618,-0.0003871124,31,0.0561037393,2.7551743137,8.8545720226,2,0,59.9963173661
daily,SPY,2026-08-19,1530,2026-09-04,0.0438356164,771.2069951201,771.3248042496,1.5275941513,-0.0079950860,231,0.0272864741,10.2990874115,15.0731219763,2,0,59.9963173661
daily,SPY,2026-08-19,1530,2026-09-11,0.0630136986,771.7491547271,771.9150583294,2.1497088958,-0.0062153733,206,0.0438408396,2.5808604389,18.4484052337,2,0,59.9963173661
daily,SPY,2026-08-19,1530,2026-09-18,0.0821917808,771.3692406300,771.4935638100,1.6117207368,0.0106860227,259,0.0531227775,2.1044235802,18.9013234111,2,0,59.9963173661
daily,SPY,2026-08-19,1530,2026-09-25,0.1013698630,771.2296935782,771.3418460774,1.4542035937,0.0177298775,197,0.0883656451,2.5400709415,16.6995703507,2,0,59.9963173661
daily,SPY,2026-08-19,1530,2026-09-30,0.1150684932,771.3659151214,771.4904886430,1.6149731157,0.0184267582,317,0.0711491600,1.7035807078,16.9847095567,2,0,59.9963173661
daily,SPY,2026-08-19,1530,2026-10-02,0.1205479452,771.6474727804,771.7966318469,1.9329949453,0.0160093840,202,0.1124597050,3.0710294902,20.3223064622,2,0,59.9963173661
daily,SPY,2026-08-19,1530,2026-10-16,0.1589041096,772.8018766708,773.0583270817,3.3184496386,0.0112760923,239,0.1185901547,2.7683417707,34.6068627029,2,0,59.9963173661
daily,SPY,2026-08-19,1530,2026-10-30,0.1972602740,774.0353172393,774.4058353836,4.7868377067,0.0078577831,324,0.1350929321,1.8206693759,37.4360748237,2,0,59.9963173661
daily,SPY,2026-08-19,1530,2026-11-20,0.2547945205,775.8015143102,776.3568237175,7.1578799093,0.0050298609,120,0.1079609539,10.0536182473,60.0735507969,2,0,59.9963173661
daily,SPY,2026-08-19,1530,2026-11-30,0.2821917808,776.4597526619,777.0672922084,7.8244821375,0.0050836668,254,0.1910591715,2.6869484021,56.9197076740,2,0,59.9963173661
daily,SPY,2026-08-19,1530,2026-12-18,0.3315068493,777.6420333638,778.3817406840,9.5121828359,0.0050264701,129,0.1543551685,7.7194031254,76.6610788607,2,0,59.9963173661
daily,SPY,2026-08-19,1530,2026-12-31,0.3671232877,777.7999661806,778.5560938139,9.7213636684,0.0077966498,255,0.1643270248,1.4130694754,71.5601196312,2,0,59.9963173661
daily,SPY,2026-08-19,1530,2027-01-15,0.4082191781,779.3214904488,780.2505708470,11.9216576161,0.0057071996,188,0.1883106302,66.8085727291,160.1880730783,2,0,59.9963173661
daily,SPY,2026-08-19,1530,2027-01-29,0.4465753425,780.5364611041,781.6045547281,13.6840964803,0.0047652986,272,0.2852912310,4.7810740878,88.0892562689,2,0,59.9963173661
daily,SPY,2026-08-19,1530,2027-03-19,0.5808219178,784.6186674232,786.1637671391,19.6923649677,0.0028906357,213,0.2236413830,55.1630444534,229.6415761787,2,0,59.9963173661
daily,SPY,2026-08-19,1530,2027-03-31,0.6136986301,784.7813158895,786.3716299226,20.2644227244,0.0044481735,284,0.1804272657,2.5361655007,128.8989108296,2,0,59.9963173661
daily,SPY,2026-08-19,1530,2027-06-17,0.8273972603,791.4996659943,793.8872443814,30.1652481948,0.0021357064,234,0.2861226393,54.3876469910,321.5396953173,2,0,59.9963173661
daily,SPY,2026-08-19,1530,2027-06-30,0.8630136986,791.7531452468,794.0701077196,29.2636977415,0.0034317298,293,0.4412766775,15.3305657669,183.1184145408,2,0,59.9963173661
daily,SPY,2026-08-19,1530,2027-09-17,1.0794520548,798.3621821290,801.6756076027,41.5027859266,0.0021664501,254,0.3270573890,62.6642280109,410.2722044060,2,0,59.9963173661
daily,SPY,2026-08-19,1530,2027-12-17,1.3287671233,804.8573986020,809.1575894485,53.4279843117,0.0028664722,266,0.3361799237,86.9539472576,499.1137918185,2,0,59.9963173661
daily,SPY,2026-08-19,1530,2028-01-21,1.4246575342,806.5986342100,811.4379289745,59.9963173661,0.0036030496,272,0.3593016247,91.1169829525,528.2064352682,2,0,59.9963173661
daily,SPY,2026-08-20,1530,2026-08-21,0.0027397260,763.7948757308,763.8112892577,0.2148944356,-0.0968037615,141,0.0175286009,2.5097195924,2.8540514206,2,0,56.3714233211
daily,SPY,2026-08-20,1530,2026-08-24,0.0109589041,763.8653568780,763.8928525436,0.3599543472,-0.0057146860,103,0.0110827148,3.0377320481,3.9109857800,2,0,56.3714233211
daily,SPY,2026-08-20,1530,2026-08-25,0.0136986301,763.9349664765,763.9674867458,0.4256942116,-0.0041757247,117,0.0289118647,3.4710467298,5.2229890121,2,0,56.3714233211
daily,SPY,2026-08-20,1530,2026-08-26,0.0164383562,764.0050030946,764.0406676537,0.4668105430,-0.0030334579,129,0.0219819652,3.9600853216,5.9421463324,2,0,56.3714233211
daily,SPY,2026-08-20,1530,2026-08-27,0.0191780822,764.0750541589,764.1113736473,0.4753392764,-0.0020481871,135,0.0319194431,4.2914709815,6.0899601476,2,0,56.3714233211
daily,SPY,2026-08-20,1530,2026-08-28,0.0219178082,764.2702228369,764.3270057543,0.7429691190,-0.0099607435,143,0.0304349293,3.3828389501,7.4048425294,2,0,56.3714233211
daily,SPY,2026-08-20,1530,2026-08-31,0.0301369863,764.3554029225,764.4217981143,0.8686429324,-0.0010937613,160,0.0269652496,5.0099336318,9.0334283710,2,0,56.3714233211
daily,SPY,2026-08-20,1530,2026-09-01,0.0328767123,764.4405448247,764.5112179729,0.9245081084,-0.0014238128,153,0.0408841107,5.5740329159,9.8500626294,2,0,56.3714233211
daily,SPY,2026-08-20,1530,2026-09-02,0.0356164384,764.5370591927,764.6089613853,0.9404670668,-0.0020083508,161,0.0364633128,4.8672558458,10.7426399365,2,0,56.3714233211
daily,SPY,2026-08-20,1530,2026-09-03,0.0383561644,764.5844004246,764.7027491057,1.5478824965,-0.0023740940,39,0.0306958955,7.5620835889,9.7608620648,2,0,56.3714233211
daily,SPY,2026-08-20,1530,2026-09-04,0.0410958904,764.9279799711,765.0346781409,1.3948786371,-0.0102664067,241,0.0382462240,10.5471387318,14.8772223888,2,0,56.3714233211
daily,SPY,2026-08-20,1530,2026-09-11,0.0602739726,765.4382592783,765.5979273885,2.0859698129,-0.0072339306,206,0.0537334379,3.5995420953,18.3713576670,2,0,56.3714233211
daily,SPY,2026-08-20,1530,2026-09-18,0.0794520548,765.0631747354,765.1832171711,1.5690525916,0.0104172152,259,0.0665881048,2.1631230407,18.7465806773,2,0,56.3714233211
daily,SPY,2026-08-20,1530,2026-09-25,0.0986301370,764.9083648719,765.0150639658,1.3949264878,0.0179264381,199,0.1034381446,3.6081878683,16.5494571854,2,0,56.3714233211
daily,SPY,2026-08-20,1530,2026-09-30,0.1123287671,765.0343615647,765.1526221840,1.5458210139,0.0187190252,332,0.0766319179,1.7426902269,16.8734019118,2,0,56.3714233211
daily,SPY,2026-08-20,1530,2026-10-02,0.1178082192,765.3057735321,765.4476683554,1.8540932032,0.0163223941,206,0.1077114975,3.8335632599,20.3630242896,2,0,56.3714233211
daily,SPY,2026-08-20,1530,2026-10-16,0.1561643836,766.4393952027,766.6865580311,3.2248189470,0.0114813305,247,0.1304145116,3.3443964028,34.3686163917,2,0,56.3714233211
daily,SPY,2026-08-20,1530,2026-10-30,0.1945205479,767.6368968900,768.0004963994,4.7366080352,0.0081486512,329,0.1333143178,2.1805500589,37.3519678173,2,0,56.3714233211
daily,SPY,2026-08-20,1530,2026-11-20,0.2520547945,769.3519333479,769.9096149207,7.2487186759,0.0054019283,120,0.1405140353,12.1838939078,60.2105159548,2,0,56.3714233211
daily,SPY,2026-08-20,1530,2026-11-30,0.2794520548,770.0345236388,770.6440535276,7.9156176781,0.0052810819,256,0.2036926366,2.8426599373,57.3711291477,2,0,56.3714233211
daily,SPY,2026-08-20,1530,2026-12-18,0.3287671233,771.2081727066,771.9677679794,9.8494193873,0.0051144753,133,0.1660307768,7.8032997625,76.9802990844,2,0,56.3714233211
daily,SPY,2026-08-20,1530,2026-12-31,0.3643835616,771.3640353442,772.1499900207,10.1891537654,0.0078564935,259,0.1499376843,1.6682910990,72.0747646037,2,0,56.3714233211
daily,SPY,2026-08-20,1530,2027-01-15,0.4054794521,772.8424012572,773.7957325472,12.3353906108,0.0058577457,189,0.1792141718,68.0096402672,161.1699776209,2,0,56.3714233211
daily,SPY,2026-08-20,1530,2027-01-29,0.4438356164,774.0876465371,775.1480493480,13.6987434896,0.0048693078,277,0.2807166057,5.9271145889,89.0393971053,2,0,56.3714233211
daily,SPY,2026-08-20,1530,2027-03-19,0.5780821918,778.1084908965,779.6616874088,19.9611818982,0.0030032850,214,0.1925132540,67.3166120643,231.6403692469,2,0,56.3714233211
daily,SPY,2026-08-20,1530,2027-03-31,0.6109589041,778.0864918864,779.8169309953,22.2396754977,0.0046788447,283,0.2499395631,2.6020163056,129.6804947388,2,0,56.3714233211
daily,SPY,2026-08-20,1530,2027-06-17,0.8246575342,784.8301825222,787.2251877171,30.5162218296,0.0024172376,233,0.2392632110,59.8050757510,323.0094913393,2,0,56.3714233211
daily,SPY,2026-08-20,1530,2027-06-30,0.8602739726,784.9792074843,787.4403991021,31.3535899338,0.0036636139,290,0.4320006453,17.1831537146,183.8598119313,2,0,56.3714233211
daily,SPY,2026-08-20,1530,2027-09-17,1.0767123288,791.7173237198,795.0831860088,42.5134348849,0.0022483577,250,0.3222008114,69.3814282431,413.3978893365,2,0,56.3714233211
daily,SPY,2026-08-20,1530,2027-12-17,1.3260273973,798.3478540284,802.5336874528,52.4311977950,0.0029084405,264,0.3609618488,94.4566233155,503.7904824873,2,0,56.3714233211
daily,SPY,2026-08-20,1530,2028-01-21,1.4219178082,800.1231476428,804.6335557092,56.3714233211,0.0037858212,276,0.3369570467,98.5396851987,533.6566085650,2,0,56.3714233211
daily,SPY,2026-08-21,1530,2026-08-24,0.0082191781,766.0556409020,766.0562687483,0.0081958305,0.0337666817,103,0.1749765445,0.2849486039,0.7239080443,2,0,55.8766636691
daily,SPY,2026-08-21,1530,2026-08-25,0.0109589041,766.1204657567,766.1251316860,0.0609033366,0.0266073653,119,0.0226841518,0.8484859489,1.5149859004,2,0,55.8766636691
daily,SPY,2026-08-21,1530,2026-08-26,0.0136986301,766.1900987705,766.2035136571,0.1750856171,0.0214054342,101,0.0333999085,1.4042388003,2.2959138510,2,0,55.8766636691
daily,SPY,2026-08-21,1530,2026-08-27,0.0164383562,766.2539113884,766.2672881186,0.1745730764,0.0190977840,112,0.0224277154,1.8860702537,3.0162695644,2,0,55.8766636691
daily,SPY,2026-08-21,1530,2026-08-28,0.0191780822,766.4495996779,766.4788646693,0.3818253854,0.0073940129,114,0.0321073083,2.8862020497,4.4357606105,2,0,55.8766636691
daily,SPY,2026-08-21,1530,2026-08-31,0.0273972603,766.5455667781,766.5783312077,0.4274296397,0.0118211272,132,0.0238071137,3.6757871890,6.0683983535,2,0,55.8766636691
daily,SPY,2026-08-21,1530,2026-09-01,0.0301369863,766.6457378899,766.6786739345,0.4296123103,0.0098523492,136,0.0383507140,4.1131513485,7.0401071520,2,0,55.8766636691
daily,SPY,2026-08-21,1530,2026-09-02,0.0328767123,766.7096380563,766.7592944965,0.6476563967,0.0089945728,145,0.0380278139,3.7721193411,7.7758106175,2,0,55.8766636691
daily,SPY,2026-08-21,1530,2026-09-03,0.0356164384,766.7933706488,766.8563418935,0.8212283400,0.0076676300,151,0.0364790811,4.1626926942,8.6245397033,2,0,55.8766636691
daily,SPY,2026-08-21,1530,2026-09-04,0.0383561644,767.0865800275,767.1659594547,1.0348170504,-0.0006943343,220,0.0341102790,8.1238729080,11.7542155747,2,0,55.8766636691
daily,SPY,2026-08-21,1530,2026-09-11,0.0575342466,767.6013110989,767.7373012364,1.7716246110,-0.0007561510,203,0.0344256021,3.2533680814,15.5622135861,2,0,55.8766636691
daily,SPY,2026-08-21,1530,2026-09-18,0.0767123288,767.1884538174,767.2736975544,1.1111186125,0.0167916769,277,0.0752255359,1.9728356363,15.4904021439,2,0,55.8766636691
daily,SPY,2026-08-21,1530,2026-09-25,0.0958904110,767.0487970360,767.1238007720,0.9778222229,0.0229436708,209,0.0905816334,2.5968206046,13.4120689220,2,0,55.8766636691
daily,SPY,2026-08-21,1530,2026-09-30,0.1095890411,767.1848868769,767.2692298855,1.0993830833,0.0229625687,330,0.0837446770,1.6269876933,13.9177723180,2,0,55.8766636691
daily,SPY,2026-08-21,1530,2026-10-02,0.1150684932,767.4713649130,767.5798069772,1.4129786352,0.0201107715,210,0.1012556108,3.0239327258,17.2632794614,2,0,55.8766636691
daily,SPY,2026-08-21,1530,2026-10-16,0.1534246575,768.6193478465,768.8387528475,2.8545339329,0.0138790956,245,0.1243043627,2.8593967076,31.3704267079,2,0,55.8766636691
daily,SPY,2026-08-21,1530,2026-10-30,0.1917808219,769.8278381901,770.1615637022,4.3350668244,0.0100122290,318,0.1015763178,1.9404543471,34.2911093016,2,0,55.8766636691
daily,SPY,2026-08-21,1530,2026-11-20,0.2493150685,771.6434575136,772.1338567182,6.3552564308,0.0066630608,113,0.1608711032,10.8502191344,57.7583340018,2,0,55.8766636691
daily,SPY,2026-08-21,1530,2026-11-30,0.2767123288,772.2411819342,772.8148666778,7.4288286748,0.0066585678,250,0.2045227804,2.6380392534,54.6345424910,2,0,55.8766636691
daily,SPY,2026-08-21,1530,2026-12-18,0.3260273973,773.4201588287,774.0987525117,8.7739332281,0.0064088463,125,0.1794752033,9.1197699137,74.2400476615,2,0,55.8766636691
daily,SPY,2026-08-21,1530,2026-12-31,0.3616438356,773.6095215208,774.3254208505,9.2540139407,0.0088729618,255,0.1713998626,1.3576306797,69.2567256056,2,0,55.8766636691
daily,SPY,2026-08-21,1530,2027-01-15,0.4027397260,775.1218881725,775.9867862391,11.1582201437,0.0067217421,194,0.1400239503,66.5300613315,157.7401318938,2,0,55.8766636691
daily,SPY,2026-08-21,1530,2027-01-29,0.4410958904,776.3408679862,777.3545527417,13.0572123310,0.0056181442,273,0.2834675129,4.7444727807,86.3374489685,2,0,55.8766636691
daily,SPY,2026-08-21,1530,2027-03-19,0.5753424658,780.2055171908,781.8709470246,21.3460402038,0.0035118257,214,0.2135230175,59.3487100230,227.3336929260,2,0,55.8766636691
daily,SPY,2026-08-21,1530,2027-03-31,0.6082191781,780.6222632576,782.1135729173,19.1041138579,0.0049506498,284,0.1894160323,2.4852840109,127.4400939299,2,0,55.8766636691
daily,SPY,2026-08-21,1530,2027-06-17,0.8219178082,787.4238363304,789.6690246642,28.5130857133,0.0022540318,232,0.2923158608,56.9317077696,320.5212750448,2,0,55.8766636691
daily,SPY,2026-08-21,1530,2027-06-30,0.8575342466,787.5190668996,789.9310412529,30.6275042053,0.0034169202,293,0.4448182103,16.2088038327,181.6417747842,2,0,55.8766636691
daily,SPY,2026-08-21,1530,2027-09-17,1.0739726027,794.3811379580,797.3672252694,37.5901084343,0.0022559600,251,0.3347927803,66.4751571155,408.5883650106,2,0,55.8766636691
daily,SPY,2026-08-21,1530,2027-12-17,1.3232876712,800.6061379618,805.0350378711,55.3193349292,0.0028135756,267,0.2841486436,91.2636974543,498.7436667527,2,0,55.8766636691
daily,SPY,2026-08-21,1530,2028-01-21,1.4191780822,803.1644637753,807.6522788366,55.8766636691,0.0032824850,264,0.4166725529,96.4797857386,532.8896382106,2,0,55.8766636691
daily,SPY,2026-08-24,1538,2026-08-25,0.0027397260,764.2001247368,764.2058787735,0.0752948931,-0.0126345106,88,0.0077353770,1.4228021729,1.5952310763,2,0,60.2415991391
daily,SPY,2026-08-24,1538,2026-08-26,0.0054794521,764.2550530159,764.2660858283,0.1443603462,-0.0017253297,102,0.0195307896,1.6361685393,2.0207513167,2,0,60.2415991391
daily,SPY,2026-08-24,1538,2026-08-27,0.0082191781,764.3200997998,764.3334290531,0.1743935990,0.0007758775,110,0.0196534455,2.2353352028,3.1433100274,2,0,60.2415991391
daily,SPY,2026-08-24,1538,2026-08-28,0.0109589041,764.5152141649,764.5476868181,0.4247482926,-0.0155089829,111,0.0250544835,2.5804436887,4.3830630027,2,0,60.2415991391
daily,SPY,2026-08-24,1538,2026-08-31,0.0191780822,764.5897015781,764.6281165969,0.5024265798,0.0019121180,127,0.0309504258,4.1076349594,5.7425007868,2,0,60.2415991391
daily,SPY,2026-08-24,1538,2026-09-01,0.0219178082,764.6955781576,764.7297653016,0.4470686768,0.0003505273,134,0.0272563793,3.7064514879,6.7143546538,2,0,60.2415991391
daily,SPY,2026-08-24,1538,2026-09-02,0.0246575342,764.7657159752,764.8085318352,0.5598559035,0.0003500297,138,0.0287898408,4.1263199890,7.4801262405,2,0,60.2415991391
daily,SPY,2026-08-24,1538,2026-09-03,0.0273972603,764.8458787661,764.8952984747,0.6461394379,-0.0000317399,149,0.0225444700,4.4488494634,8.2499037617,2,0,60.2415991391
daily,SPY,2026-08-24,1538,2026-09-04,0.0301369863,765.1262870172,765.2043420506,1.0201588245,-0.0099837410,220,0.0317312444,8.2726422810,11.2834990166,2,0,60.2415991391
daily,SPY,2026-08-24,1538,2026-09-11,0.0493150685,765.6518260148,765.7687144639,1.5266527829,-0.0062974481,195,0.0382964187,3.5202764328,15.2637260973,2,0,60.2415991391
daily,SPY,2026-08-24,1538,2026-09-18,0.0684931507,765.2532524098,765.3372445081,1.0975725755,0.0143173466,261,0.0534202868,2.7136932248,15.1345942970,2,0,60.2415991391
daily,SPY,2026-08-24,1538,2026-09-25,0.0876712329,765.1187117395,765.1926946575,0.9669469171,0.0216076110,198,0.0876722264,2.5549671694,12.9708734366,2,0,60.2415991391
daily,SPY,2026-08-24,1538,2026-09-30,0.1013698630,765.2497766342,765.3351784784,1.1159995964,0.0218418345,317,0.0787167890,1.9364697496,15.9914878973,2,0,60.2415991391
daily,SPY,2026-08-24,1538,2026-10-02,0.1068493151,765.5512415246,765.6613717261,1.4385738737,0.0186276881,197,0.0914909179,3.1579485585,17.5464997545,2,0,60.2415991391
daily,SPY,2026-08-24,1538,2026-10-16,0.1452054795,766.7148427835,766.9287686726,2.7901623535,0.0123068065,239,0.1110455107,3.0373806610,31.3593891978,2,0,60.2415991391
daily,SPY,2026-08-24,1538,2026-10-30,0.1835616438,767.9474927644,768.2783005097,4.3076870293,0.0083656533,314,0.1160098937,2.0976384080,35.2542470619,2,0,60.2415991391
daily,SPY,2026-08-24,1538,2026-11-20,0.2410958904,769.6278083725,770.1532248091,6.8268899713,0.0058171003,115,0.1390379738,13.6163611940,57.7449782364,2,0,60.2415991391
daily,SPY,2026-08-24,1538,2026-11-30,0.2684931507,770.3404486634,770.9144588752,7.4513835126,0.0055766769,247,0.1854519831,2.6946475503,55.4526150788,2,0,60.2415991391
daily,SPY,2026-08-24,1538,2026-12-18,0.3178082192,771.4944407913,772.2015470488,9.1654096269,0.0055399241,127,0.1347469939,9.6440552404,74.3725484254,2,0,60.2415991391
daily,SPY,2026-08-24,1538,2026-12-31,0.3534246575,771.6303177368,772.3693543272,9.5775991865,0.0083507430,252,0.1515665444,1.5094949563,69.6552420327,2,0,60.2415991391
daily,SPY,2026-08-24,1538,2027-01-15,0.3945205479,773.1136176794,774.0438863395,12.0327548085,0.0061420964,191,0.1511138649,67.2842866881,157.2938175818,2,0,60.2415991391
daily,SPY,2026-08-24,1538,2027-01-29,0.4328767123,774.3838225682,775.3936182292,13.0399891055,0.0051038004,274,0.2873293970,5.1943360593,87.1226647226,2,0,60.2415991391
daily,SPY,2026-08-24,1538,2027-03-19,0.5671232877,778.4003187048,779.9222601550,19.5521688985,0.0031546514,214,0.1628486784,60.3888436213,227.3802207989,2,0,60.2415991391
daily,SPY,2026-08-24,1538,2027-03-31,0.6000000000,778.5513702328,780.0923845339,19.7933541703,0.0048485783,291,0.2013418212,2.4999753719,127.9466393671,2,0,60.2415991391
daily,SPY,2026-08-24,1538,2027-06-17,0.8136986301,785.1054162809,787.6463288586,32.3639669911,0.0024216377,230,0.2384565285,59.1815261927,320.0740810314,2,0,60.2415991391
daily,SPY,2026-08-24,1538,2027-06-30,0.8493150685,785.5299406072,787.8869947890,30.0059114232,0.0036672737,295,0.4248350780,16.7538829527,182.5615318545,2,0,60.2415991391
daily,SPY,2026-08-24,1538,2027-09-17,1.0657534247,792.5642120702,795.7122455808,39.7196020546,0.0021176118,251,0.3087213356,69.3161043119,412.6799282617,2,0,60.2415991391
